user_id,group,clicked,segment
2140,treatment,0,new
2141,treatment,0,dormant
2142,treatment,1,active
2143,treatment,0,active
2144,control,0,new
2145,control,0,new
2146,treatment,0,active
2147,control,0,active
2148,control,0,dormant
2149,control,0,dormant
2150,treatment,0,active
2151,control,0,dormant
2152,control,0,dormant
2153,treatment,0,new
2154,treatment,0,active
2155,control,0,new
2156,control,0,active
2157,control,0,dormant
2158,control,0,dormant
2159,control,0,active
2160,treatment,0,dormant
2161,treatment,0,active
2162,treatment,0,active
2163,control,0,active
2164,treatment,0,dormant
2165,control,0,active
2166,treatment,0,new
2167,treatment,0,active
2168,control,0,active
2169,treatment,0,active
2170,control,0,dormant
2171,treatment,0,active
2172,control,0,active
2173,control,0,active
2174,treatment,1,active
2175,control,0,dormant
2176,treatment,0,dormant
2177,control,0,active
2178,treatment,0,active
2179,treatment,0,new
2180,treatment,0,active
2181,control,0,new
2182,control,0,active
2183,control,0,active
2184,control,0,dormant
2185,treatment,0,new
2186,treatment,0,active
2187,treatment,0,active
2188,treatment,0,active
2189,treatment,0,new
2190,treatment,0,dormant
2191,control,0,active
2192,treatment,0,active
2193,treatment,1,active
2194,treatment,0,active
2195,control,0,active
2196,control,0,dormant
2197,control,0,active
2198,treatment,0,active
2199,treatment,0,dormant
2200,control,0,active
2201,treatment,0,active
2202,control,0,active
2203,control,0,active
2204,control,0,new
2205,treatment,0,dormant
2206,treatment,0,active
2207,control,0,active
2208,treatment,0,active
2209,control,0,dormant
2210,treatment,0,dormant
2211,treatment,0,active
2212,treatment,0,active
2213,control,1,active
2214,treatment,1,dormant
2215,treatment,0,new
2216,control,0,new
2217,treatment,0,active
2218,control,0,dormant
2219,treatment,0,dormant
2220,control,0,new
2221,treatment,0,active
2222,treatment,0,dormant
2223,control,0,active
2224,control,0,dormant
2225,control,0,active
2226,control,0,dormant
2227,control,0,new
2228,treatment,0,active
2229,control,0,dormant
2230,control,0,active
2231,treatment,0,active
2232,control,1,active
2233,treatment,0,active
2234,treatment,0,new
2235,treatment,0,active
2236,treatment,1,dormant
2237,treatment,0,new
2238,control,0,new
2239,control,0,dormant
2240,control,1,active
2241,treatment,0,new
2242,control,0,active
2243,treatment,0,new
2244,treatment,1,dormant
2245,treatment,0,dormant
2246,treatment,0,active
2247,control,0,dormant
2248,treatment,0,new
2249,treatment,0,new
2250,control,1,active
2251,control,0,new
2252,treatment,0,active
2253,treatment,0,dormant
2254,treatment,0,dormant
2255,treatment,0,active
2256,treatment,0,active
2257,treatment,0,dormant
2258,control,0,active
2259,control,0,active
2260,control,0,dormant
2261,treatment,1,new
2262,treatment,0,dormant
2263,treatment,0,active
2264,control,0,active
2265,treatment,0,dormant
2266,treatment,0,dormant
2267,treatment,0,dormant
2268,treatment,0,new
2269,control,0,active
2270,treatment,0,active
2271,control,1,new
2272,control,0,dormant
2273,control,1,dormant
2274,treatment,0,new
2275,treatment,0,new
2276,treatment,0,dormant
2277,treatment,0,active
2278,treatment,0,new
2279,treatment,0,dormant
2280,control,0,active
2281,control,0,dormant
2282,control,1,active
2283,control,0,new
2284,control,0,active
2285,control,0,new
2286,control,0,new
2287,treatment,0,new
2288,control,0,dormant
2289,control,0,new
2290,control,0,active
2291,treatment,0,active
2292,control,0,new
2293,control,1,active
2294,treatment,0,active
2295,control,0,active
2296,control,0,active
2297,control,0,dormant
2298,control,0,dormant
2299,control,0,active
2300,control,0,new
2301,treatment,1,active
2302,treatment,0,dormant
2303,treatment,0,active
2304,control,0,dormant
2305,treatment,1,active
2306,control,0,active
2307,control,0,new
2308,treatment,1,active
2309,control,0,new
2310,control,0,dormant
2311,treatment,0,active
2312,treatment,0,dormant
2313,control,0,active
2314,treatment,0,dormant
2315,treatment,0,new
2316,control,0,active
2317,control,0,dormant
2318,control,0,active
2319,control,0,dormant
2320,control,1,active
2321,treatment,0,active
2322,treatment,1,new
2323,treatment,0,active
2324,control,0,dormant
2325,treatment,0,dormant
2326,treatment,0,dormant
2327,treatment,0,dormant
2328,control,0,dormant
2329,treatment,1,active
2330,control,0,new
2331,control,0,new
2332,control,1,active
2333,treatment,0,active
2334,treatment,1,dormant
2335,control,0,new
2336,control,0,new
2337,control,0,new
2338,control,0,active
2339,control,0,new
2340,control,0,new
2341,treatment,0,active
2342,control,0,active
2343,control,0,active
2344,control,0,dormant
2345,treatment,0,active
2346,treatment,0,active
2347,treatment,0,active
2348,control,0,active
2349,treatment,0,active
2350,control,0,dormant
2351,treatment,0,active
2352,treatment,0,new
2353,treatment,0,new
2354,treatment,0,new
2355,treatment,0,dormant
2356,control,0,active
2357,treatment,0,active
2358,control,0,active
2359,treatment,0,new
2360,control,0,active
2361,control,0,dormant
2362,control,0,dormant
2363,control,0,new
2364,control,0,dormant
2365,treatment,0,dormant
2366,control,0,active
2367,control,0,dormant
2368,treatment,0,active
2369,control,0,new
2370,treatment,0,dormant
2371,treatment,0,active
2372,treatment,0,new
2373,treatment,0,active
2374,control,0,new
2375,treatment,1,new
2376,control,0,new
2377,control,0,active
2378,treatment,0,active
2379,control,0,new
2380,treatment,1,new
2381,treatment,0,active
2382,treatment,0,active
2383,treatment,0,active
2384,control,0,new
2385,control,0,active
2386,treatment,0,active
2387,control,0,dormant
2388,treatment,0,active
2389,treatment,1,new
2390,treatment,0,active
2391,control,0,active
2392,control,1,dormant
2393,control,0,active
2394,control,0,active
2395,treatment,0,active
2396,control,0,active
2397,control,0,new
2398,control,0,active
2399,treatment,0,new
2400,treatment,0,dormant
2401,control,0,active
2402,control,0,active
2403,control,0,dormant
2404,control,0,active
2405,treatment,1,active
2406,treatment,0,active
2407,control,0,dormant
2408,control,0,dormant
2409,treatment,1,active
2410,control,1,dormant
2411,treatment,0,dormant
2412,control,0,active
2413,control,0,new
2414,control,1,dormant
2415,treatment,0,new
2416,treatment,0,active
2417,control,0,new
2418,control,0,dormant
2419,control,0,dormant
2420,control,0,dormant
2421,control,1,active
2422,control,0,new
2423,treatment,0,dormant
2424,control,0,active
2425,control,0,active
2426,treatment,0,active
2427,control,0,dormant
2428,treatment,0,dormant
2429,control,0,active
2430,treatment,0,active
2431,treatment,1,dormant
2432,treatment,0,dormant
2433,treatment,1,active
2434,control,0,active
2435,treatment,0,active
2436,control,1,new
2437,control,0,dormant
2438,control,0,new
2439,treatment,0,active
2440,control,0,new
2441,treatment,0,dormant
2442,treatment,0,active
2443,treatment,1,active
2444,treatment,0,dormant
2445,control,0,new
2446,control,0,active
2447,control,0,active
2448,control,1,dormant
2449,control,0,new
2450,control,0,dormant
2451,control,0,active
2452,treatment,0,active
2453,treatment,0,active
2454,control,0,new
2455,treatment,0,dormant
2456,control,0,dormant
2457,control,0,active
2458,treatment,0,new
2459,control,0,dormant
2460,control,0,new
2461,treatment,0,dormant
2462,treatment,0,new
2463,treatment,1,new
2464,treatment,0,active
2465,treatment,0,new
2466,control,0,active
2467,control,0,dormant
2468,control,0,new
2469,control,0,active
2470,treatment,0,dormant
2471,control,0,dormant
2472,treatment,0,dormant
2473,treatment,0,new
2474,treatment,0,dormant
2475,treatment,0,new
2476,treatment,0,active
2477,control,0,active
2478,treatment,0,active
2479,control,0,dormant
2480,treatment,0,active
2481,control,0,dormant
2482,treatment,0,active
2483,treatment,0,dormant
2484,control,0,active
2485,control,0,dormant
2486,treatment,0,dormant
2487,control,0,new
2488,treatment,0,dormant
2489,treatment,0,dormant
2490,control,0,new
2491,control,0,dormant
2492,control,0,active
2493,treatment,0,new
2494,control,0,dormant
2495,treatment,0,active
2496,control,1,dormant
2497,treatment,0,new
2498,treatment,0,new
2499,treatment,0,new
2500,control,0,active
2501,treatment,0,active
2502,treatment,0,active
2503,treatment,0,active
2504,treatment,0,new
2505,control,0,active
2506,control,1,dormant
2507,treatment,0,dormant
2508,control,1,dormant
2509,treatment,0,active
2510,treatment,0,active
2511,control,0,active
2512,treatment,1,active
2513,control,0,new
2514,treatment,0,new
2515,treatment,0,active
2516,treatment,0,new
2517,control,0,active
2518,control,1,dormant
2519,treatment,0,active
2520,treatment,0,dormant
2521,treatment,0,active
2522,control,0,active
2523,control,0,active
2524,control,0,active
2525,treatment,0,dormant
2526,control,0,active
2527,control,0,dormant
2528,treatment,0,dormant
2529,control,0,dormant
2530,treatment,0,dormant
2531,treatment,0,active
2532,treatment,0,dormant
2533,control,0,new
2534,control,0,dormant
2535,treatment,0,dormant
2536,treatment,0,dormant
2537,treatment,0,active
2538,control,0,dormant
2539,treatment,0,new
2540,treatment,0,active
2541,treatment,0,new
2542,treatment,0,active
2543,treatment,1,active
2544,treatment,0,new
2545,control,0,new
2546,control,0,new
2547,control,0,new
2548,control,0,active
2549,control,0,dormant
2550,control,0,active
2551,control,0,active
2552,control,0,active
2553,treatment,0,dormant
2554,treatment,0,dormant
2555,control,0,new
2556,treatment,0,dormant
2557,treatment,0,active
2558,control,0,dormant
2559,control,0,active
2560,treatment,0,active
2561,treatment,0,new
2562,treatment,0,dormant
2563,control,0,new
2564,control,1,dormant
2565,control,0,dormant
2566,control,0,dormant
2567,control,0,active
2568,control,0,active
2569,treatment,0,active
2570,treatment,0,active
2571,control,1,active
2572,treatment,0,new
2573,control,0,dormant
2574,control,0,dormant
2575,control,0,active
2576,treatment,0,active
2577,treatment,0,active
2578,treatment,0,dormant
2579,control,0,active
2580,treatment,0,dormant
2581,control,0,dormant
2582,treatment,1,dormant
2583,treatment,0,active
2584,control,0,dormant
2585,treatment,0,dormant
2586,treatment,0,dormant
2587,control,0,active
2588,treatment,0,active
2589,control,1,active
2590,treatment,0,new
2591,treatment,0,active
2592,treatment,0,new
2593,treatment,0,active
2594,treatment,0,active
2595,control,0,dormant
2596,treatment,0,active
2597,control,0,new
2598,control,0,new
2599,control,0,dormant
2600,control,0,dormant
2601,treatment,0,dormant
2602,control,0,new
2603,treatment,0,active
2604,control,0,dormant
2605,control,0,dormant
2606,treatment,0,new
2607,control,0,new
2608,control,0,new
2609,treatment,0,dormant
2610,control,0,active
2611,treatment,0,dormant
2612,control,0,dormant
2613,control,0,dormant
2614,treatment,0,active
2615,control,1,dormant
2616,control,0,active
2617,control,0,new
2618,control,0,active
2619,treatment,0,dormant
2620,control,0,active
2621,treatment,0,active
2622,treatment,0,new
2623,control,1,active
2624,treatment,0,active
2625,control,0,active
2626,treatment,0,dormant
2627,control,0,dormant
2628,treatment,1,active
2629,control,0,dormant
2630,control,0,active
2631,treatment,0,new
2632,treatment,0,new
2633,control,0,new
2634,control,0,new
2635,treatment,0,active
2636,treatment,0,active
2637,treatment,0,dormant
2638,treatment,0,active
2639,treatment,0,active
2640,treatment,0,active
2641,control,0,active
2642,control,0,dormant
2643,treatment,0,active
2644,treatment,1,active
2645,control,0,dormant
2646,control,0,active
2647,treatment,0,new
2648,treatment,0,active
2649,control,0,dormant
2650,control,1,active
2651,control,0,active
2652,control,0,active
2653,control,0,dormant
2654,control,0,new
2655,treatment,0,dormant
2656,control,0,active
2657,treatment,0,active
2658,treatment,0,active
2659,control,0,active
2660,treatment,0,active
2661,control,0,new
2662,treatment,0,dormant
2663,control,0,dormant
2664,treatment,0,dormant
2665,treatment,0,new
2666,control,0,active
2667,control,0,dormant
2668,treatment,0,new
2669,treatment,0,active
2670,control,0,active
2671,treatment,0,new
2672,control,0,dormant
2673,treatment,0,active
2674,control,0,dormant
2675,treatment,0,active
2676,control,0,active
2677,control,0,active
2678,control,0,active
2679,control,0,dormant
2680,treatment,0,dormant
2681,control,0,new
2682,treatment,0,active
2683,control,0,new
2684,control,0,active
2685,control,0,active
2686,control,1,new
2687,control,0,active
2688,control,0,active
2689,control,0,active
2690,control,0,active
2691,treatment,0,dormant
2692,treatment,0,new
2693,control,0,dormant
2694,control,0,new
2695,treatment,0,dormant
2696,treatment,0,new
2697,treatment,0,active
2698,control,0,new
2699,treatment,1,active
2700,treatment,0,new
2701,treatment,0,active
2702,treatment,0,dormant
2703,control,0,dormant
2704,control,0,new
2705,treatment,0,dormant
2706,treatment,0,active
2707,control,0,dormant
2708,control,0,active
2709,control,0,active
2710,control,0,active
2711,treatment,0,active
2712,treatment,0,dormant
2713,control,0,new
2714,control,0,new
2715,control,0,active
2716,control,0,active
2717,treatment,0,active
2718,treatment,0,active
2719,treatment,0,active
2720,control,0,active
2721,treatment,0,dormant
2722,treatment,0,dormant
2723,treatment,1,dormant
2724,control,1,active
2725,control,0,dormant
2726,control,1,new
2727,control,0,active
2728,control,0,active
2729,control,0,active
2730,control,0,active
2731,treatment,0,active
2732,control,0,active
2733,control,0,active
2734,treatment,0,active
2735,treatment,0,dormant
2736,treatment,0,active
2737,treatment,0,dormant
2738,treatment,0,active
2739,treatment,1,active
2740,control,0,new
2741,control,0,dormant
2742,control,0,active
2743,control,0,dormant
2744,control,0,dormant
2745,treatment,1,active
2746,treatment,0,active
2747,treatment,0,new
2748,control,0,active
2749,treatment,0,active
2750,treatment,0,active
2751,control,0,dormant
2752,treatment,0,new
2753,control,0,new
2754,control,0,dormant
2755,treatment,0,new
2756,control,0,dormant
2757,control,0,dormant
2758,treatment,0,new
2759,treatment,0,active
2760,control,0,dormant
2761,control,0,dormant
2762,control,0,new
2763,treatment,0,new
2764,control,0,new
2765,control,0,new
2766,treatment,0,dormant
2767,treatment,0,active
2768,control,1,active
2769,treatment,0,dormant
2770,treatment,0,active
2771,control,0,active
2772,control,0,active
2773,treatment,0,new
2774,control,0,active
2775,treatment,0,new
2776,control,0,new
2777,control,0,active
2778,control,1,active
2779,control,0,dormant
2780,control,0,dormant
2781,control,0,active
2782,treatment,1,active
2783,treatment,0,active
2784,treatment,0,active
2785,treatment,0,active
2786,control,0,active
2787,treatment,0,dormant
2788,control,1,new
2789,treatment,0,dormant
2790,treatment,0,new
2791,treatment,0,dormant
2792,treatment,0,dormant
2793,treatment,0,active
2794,control,1,active
2795,control,0,new
2796,treatment,1,new
2797,control,0,active
2798,treatment,0,active
2799,treatment,0,dormant
2800,control,0,active
2801,treatment,0,active
2802,treatment,0,new
2803,treatment,0,dormant
2804,treatment,0,dormant
2805,treatment,0,new
2806,treatment,0,dormant
2807,treatment,0,dormant
2808,control,0,active
2809,control,0,active
2810,treatment,0,dormant
2811,control,0,active
2812,treatment,0,active
2813,treatment,0,active
2814,control,0,active
2815,treatment,0,active
2816,treatment,0,dormant
2817,control,0,active
2818,control,1,active
2819,control,0,dormant
2820,control,0,new
2821,treatment,0,active
2822,control,0,dormant
2823,treatment,0,dormant
2824,control,0,dormant
2825,control,1,active
2826,treatment,0,new
2827,treatment,0,dormant
2828,control,0,new
2829,control,0,active
2830,control,0,dormant
2831,control,0,dormant
2832,treatment,0,active
2833,control,0,active
2834,control,0,dormant
2835,control,0,active
2836,treatment,0,dormant
2837,treatment,1,active
2838,control,0,active
2839,treatment,0,dormant
2840,control,0,active
2841,control,0,new
2842,treatment,0,new
2843,treatment,0,dormant
2844,treatment,0,new
2845,treatment,0,new
2846,control,0,active
2847,treatment,1,new
2848,control,0,active
2849,treatment,0,active
2850,control,0,dormant
2851,treatment,0,dormant
2852,control,0,active
2853,control,0,active
2854,treatment,0,dormant
2855,control,0,active
2856,treatment,0,dormant
2857,control,0,dormant
2858,control,0,active
2859,control,0,active
2860,control,0,dormant
2861,treatment,0,active
2862,control,1,active
2863,treatment,0,active
2864,treatment,0,active
2865,control,0,active
2866,treatment,0,dormant
2867,treatment,0,dormant
2868,treatment,0,dormant
2869,control,0,new
2870,control,0,active
2871,treatment,0,active
2872,treatment,0,dormant
2873,treatment,0,dormant
2874,control,0,dormant
2875,treatment,1,dormant
2876,control,0,dormant
2877,control,0,active
2878,control,0,dormant
2879,treatment,0,dormant
2880,control,0,new
2881,control,0,dormant
2882,treatment,0,dormant
2883,control,0,dormant
2884,control,0,new
2885,control,0,new
2886,treatment,0,dormant
2887,treatment,0,dormant
2888,control,0,active
2889,treatment,1,dormant
2890,treatment,0,dormant
2891,control,0,dormant
2892,treatment,0,active
2893,treatment,0,dormant
2894,treatment,1,active
2895,control,0,dormant
2896,treatment,0,active
2897,treatment,0,dormant
2898,control,0,active
2899,control,0,active
2900,control,0,dormant
2901,control,0,active
2902,treatment,0,dormant
2903,control,0,new
2904,control,0,new
2905,treatment,0,active
2906,control,0,new
2907,treatment,0,active
2908,control,0,new
2909,control,0,dormant
2910,control,0,active
2911,control,0,active
2912,control,1,active
2913,treatment,1,dormant
2914,treatment,0,active
2915,control,0,dormant
2916,treatment,0,dormant
2917,treatment,0,new
2918,treatment,0,new
2919,control,0,active
2920,control,0,dormant
2921,control,0,new
2922,treatment,0,new
2923,treatment,0,active
2924,control,1,active
2925,control,0,active
2926,treatment,0,active
2927,treatment,0,active
2928,treatment,0,active
2929,treatment,0,dormant
2930,control,0,active
2931,treatment,0,dormant
2932,treatment,0,active
2933,control,0,new
2934,treatment,0,new
2935,treatment,0,dormant
2936,control,0,new
2937,treatment,0,active
2938,treatment,0,dormant
2939,treatment,0,active
2940,control,0,active
2941,control,0,active
2942,treatment,0,dormant
2943,control,0,active
2944,treatment,0,dormant
2945,treatment,0,active
2946,control,0,new
2947,treatment,0,dormant
2948,treatment,0,active
2949,control,0,active
2950,treatment,0,new
2951,treatment,0,active
2952,treatment,0,dormant
2953,treatment,0,dormant
2954,control,0,active
2955,treatment,0,active
2956,treatment,0,active
2957,treatment,1,active
2958,treatment,1,active
2959,control,0,active
2960,treatment,1,active
2961,control,0,active
2962,control,0,new
2963,control,0,dormant
2964,treatment,0,dormant
2965,treatment,0,active
2966,treatment,0,active
2967,treatment,0,new
2968,treatment,0,dormant
2969,treatment,0,active
2970,control,0,active
2971,control,0,dormant
2972,control,1,new
2973,treatment,0,active
2974,treatment,0,dormant
2975,control,1,dormant
2976,control,0,new
2977,treatment,0,new
2978,control,0,active
2979,treatment,0,dormant
2980,treatment,0,dormant
2981,control,0,dormant
2982,control,0,new
2983,treatment,0,new
2984,treatment,1,active
2985,treatment,0,active
2986,treatment,1,dormant
2987,control,1,active
2988,treatment,0,active
2989,treatment,0,active
2990,treatment,0,new
2991,control,1,active
2992,treatment,0,dormant
2993,treatment,0,active
2994,control,0,active
2995,control,0,active
2996,treatment,1,active
2997,control,0,new
2998,control,0,new
2999,control,0,dormant
3000,treatment,0,active
3001,treatment,1,dormant
3002,treatment,0,active
3003,control,1,active
3004,treatment,0,dormant
3005,treatment,0,dormant
3006,treatment,0,active
3007,treatment,1,active
3008,control,1,new
3009,treatment,0,active
3010,control,0,new
3011,treatment,0,new
3012,control,0,dormant
3013,control,0,active
3014,control,0,dormant
3015,treatment,1,active
3016,control,0,active
3017,treatment,0,dormant
3018,control,0,active
3019,control,0,active
3020,treatment,1,dormant
3021,control,0,dormant
3022,control,0,active
3023,treatment,1,active
3024,control,0,active
3025,control,0,active
3026,control,0,dormant
3027,treatment,0,dormant
3028,treatment,0,dormant
3029,treatment,0,active
3030,treatment,0,active
3031,control,0,active
3032,control,0,active
3033,treatment,0,active
3034,control,0,active
3035,control,0,active
3036,control,0,dormant
3037,control,0,dormant
3038,treatment,0,dormant
3039,control,0,active
3040,treatment,0,new
3041,control,0,new
3042,treatment,0,active
3043,control,1,dormant
3044,control,0,new
3045,treatment,0,dormant
3046,treatment,0,active
3047,control,0,active
3048,control,0,dormant
3049,control,1,active
3050,control,0,new
3051,control,1,dormant
3052,control,0,active
3053,control,1,dormant
3054,control,0,dormant
3055,treatment,0,active
3056,treatment,0,active
3057,treatment,0,new
3058,control,0,dormant
3059,control,0,active
3060,treatment,0,active
3061,control,0,dormant
3062,control,0,dormant
3063,treatment,0,active
3064,treatment,1,dormant
3065,treatment,0,active
3066,control,0,active
3067,control,0,dormant
3068,treatment,0,active
3069,control,1,new
3070,treatment,0,active
3071,treatment,0,dormant
3072,treatment,0,active
3073,control,0,active
3074,control,0,dormant
3075,treatment,1,active
3076,treatment,0,dormant
3077,treatment,0,dormant
3078,control,0,dormant
3079,control,0,dormant
3080,treatment,1,dormant
3081,treatment,0,dormant
3082,treatment,0,dormant
3083,control,0,new
3084,treatment,0,active
3085,treatment,0,dormant
3086,treatment,0,active
3087,control,0,active
3088,control,1,active
3089,treatment,0,new
3090,control,0,dormant
3091,control,0,dormant
3092,treatment,0,active
3093,control,0,active
3094,treatment,0,new
3095,control,1,active
3096,treatment,1,active
3097,treatment,0,active
3098,control,0,dormant
3099,control,0,active
3100,control,0,active
3101,control,0,dormant
3102,treatment,0,active
3103,treatment,0,dormant
3104,control,0,active
3105,control,0,active
3106,control,0,dormant
3107,treatment,0,new
3108,control,1,dormant
3109,treatment,1,dormant
3110,treatment,0,active
3111,treatment,0,active
3112,control,0,active
3113,treatment,0,new
3114,control,0,new
3115,control,0,new
3116,treatment,0,active
3117,treatment,0,dormant
3118,control,0,dormant
3119,control,1,dormant
3120,control,0,dormant
3121,control,0,dormant
3122,control,0,active
3123,control,0,active
3124,control,0,active
3125,treatment,0,active
3126,treatment,0,active
3127,treatment,0,active
3128,control,0,active
3129,treatment,0,dormant
3130,treatment,0,new
3131,treatment,0,new
3132,treatment,0,active
3133,treatment,0,active
3134,treatment,0,active
3135,control,0,new
3136,treatment,1,dormant
3137,treatment,1,active
3138,treatment,0,new
3139,treatment,1,active
3140,control,0,new
3141,control,1,active
3142,treatment,0,active
3143,treatment,0,dormant
3144,treatment,0,new
3145,control,0,new
3146,control,0,dormant
3147,treatment,1,active
3148,treatment,0,active
3149,treatment,0,new
3150,control,0,dormant
3151,treatment,0,dormant
3152,control,0,active
3153,treatment,0,dormant
3154,control,0,active
3155,control,0,dormant
3156,treatment,0,new
3157,treatment,0,dormant
3158,control,0,active
3159,treatment,1,active
3160,control,0,active
3161,control,0,new
3162,control,0,active
3163,control,0,new
3164,treatment,0,dormant
3165,control,0,dormant
3166,control,0,new
3167,treatment,0,dormant
3168,control,0,new
3169,treatment,0,active
3170,control,0,dormant
3171,treatment,0,dormant
3172,control,0,active
3173,control,0,dormant
3174,control,0,dormant
3175,control,0,new
3176,control,0,active
3177,treatment,0,dormant
3178,treatment,0,active
3179,treatment,0,dormant
3180,treatment,0,active
3181,control,0,dormant
3182,control,0,active
3183,control,0,active
3184,control,0,active
3185,treatment,0,active
3186,treatment,0,dormant
3187,control,0,new
3188,control,1,active
3189,treatment,1,active
3190,treatment,1,active
3191,control,0,dormant
3192,treatment,0,active
3193,treatment,0,active
3194,control,0,active
3195,control,0,active
3196,treatment,0,active
3197,treatment,1,active
3198,treatment,0,dormant
3199,control,0,dormant
3200,control,0,active
3201,treatment,0,dormant
3202,treatment,0,active
3203,control,0,new
3204,treatment,0,active
3205,treatment,0,dormant
3206,treatment,1,dormant
3207,treatment,0,active
3208,treatment,0,new
3209,control,0,active
3210,treatment,0,dormant
3211,control,0,active
3212,treatment,0,active
3213,control,0,dormant
3214,treatment,1,active
3215,control,0,active
3216,control,0,active
3217,control,0,dormant
3218,control,0,active
3219,treatment,0,active
3220,treatment,0,dormant
3221,treatment,0,active
3222,control,1,active
3223,control,0,active
3224,control,0,active
3225,control,0,active
3226,treatment,0,new
3227,control,0,active
3228,control,0,active
3229,control,0,active
3230,control,0,active
3231,treatment,0,dormant
3232,treatment,0,active
3233,control,0,active
3234,control,0,active
3235,control,0,new
3236,control,1,active
3237,control,0,active
3238,treatment,0,dormant
3239,treatment,1,active
3240,treatment,1,dormant
3241,control,0,dormant
3242,control,0,active
3243,treatment,0,dormant
3244,treatment,0,new
3245,treatment,0,dormant
3246,control,0,new
3247,treatment,0,active
3248,control,0,active
3249,treatment,0,new
3250,treatment,0,active
3251,treatment,0,new
3252,control,0,active
3253,treatment,0,new
3254,control,0,active
3255,control,0,active
3256,control,0,new
3257,treatment,0,active
3258,control,0,active
3259,control,0,active
3260,treatment,0,dormant
3261,control,0,new
3262,treatment,0,active
3263,control,0,active
3264,control,0,active
3265,treatment,0,dormant
3266,control,1,active
3267,control,0,active
3268,treatment,0,active
3269,treatment,1,dormant
3270,treatment,0,new
3271,control,0,dormant
3272,control,0,active
3273,treatment,0,dormant
3274,treatment,0,dormant
3275,treatment,0,active
3276,treatment,0,active
3277,treatment,0,active
3278,control,0,dormant
3279,control,0,dormant
3280,treatment,0,dormant
3281,control,0,active
3282,control,0,active
3283,treatment,0,new
3284,treatment,0,active
3285,control,0,new
3286,control,1,dormant
3287,control,0,active
3288,treatment,0,active
3289,treatment,0,new
3290,control,0,active
3291,control,0,new
3292,treatment,0,active
3293,control,0,dormant
3294,treatment,0,new
3295,treatment,0,new
3296,control,0,active
3297,treatment,1,dormant
3298,control,0,active
3299,control,0,active
3300,treatment,0,active
3301,control,0,active
3302,treatment,0,active
3303,treatment,0,active
3304,control,0,new
3305,control,0,dormant
3306,control,0,active
3307,control,0,new
3308,control,1,active
3309,control,1,active
3310,control,0,dormant
3311,treatment,0,active
3312,treatment,0,dormant
3313,treatment,0,active
3314,control,0,active
3315,control,0,active
3316,treatment,0,new
3317,control,0,dormant
3318,control,0,dormant
3319,treatment,1,dormant
3320,treatment,0,active
3321,treatment,0,dormant
3322,control,0,active
3323,treatment,0,active
3324,treatment,0,dormant
3325,treatment,0,active
3326,treatment,0,active
3327,treatment,0,new
3328,treatment,0,dormant
3329,control,0,dormant
3330,treatment,1,active
3331,treatment,0,active
3332,treatment,0,dormant
3333,control,0,dormant
3334,control,0,dormant
3335,treatment,0,new
3336,treatment,0,new
3337,treatment,0,active
3338,treatment,0,new
3339,treatment,0,dormant
3340,treatment,0,dormant
3341,treatment,0,active
3342,treatment,0,dormant
3343,treatment,0,new
3344,control,0,dormant
3345,control,0,dormant
3346,treatment,0,active
3347,control,0,active
3348,control,0,active
3349,control,0,active
3350,control,0,dormant
3351,control,1,active
3352,control,0,dormant
3353,treatment,0,active
3354,treatment,0,active
3355,control,0,active
3356,control,0,new
3357,treatment,0,active
3358,control,1,active
3359,treatment,0,new
3360,treatment,0,new
3361,treatment,0,dormant
3362,control,0,active
3363,treatment,0,active
3364,control,0,new
3365,treatment,0,new
3366,treatment,0,dormant
3367,control,0,active
3368,control,0,active
3369,control,0,active
3370,treatment,0,dormant
3371,control,0,active
3372,treatment,0,new
3373,control,0,active
3374,treatment,0,dormant
3375,treatment,0,active
3376,treatment,0,dormant
3377,treatment,1,active
3378,control,1,dormant
3379,control,0,dormant
3380,treatment,0,active
3381,control,0,new
3382,control,0,dormant
3383,control,0,new
3384,control,0,new
3385,control,0,new
3386,treatment,0,active
3387,control,0,active
3388,treatment,0,new
3389,control,0,active
3390,treatment,0,active
3391,control,0,dormant
3392,treatment,0,active
3393,treatment,0,dormant
3394,control,0,new
3395,treatment,0,dormant
3396,treatment,0,active
3397,treatment,0,active
3398,treatment,0,active
3399,control,0,active
3400,treatment,0,active
3401,control,1,active
3402,control,0,dormant
3403,treatment,0,dormant
3404,control,0,new
3405,treatment,0,dormant
3406,treatment,0,active
3407,treatment,0,dormant
3408,treatment,0,dormant
3409,control,0,active
3410,control,0,dormant
3411,control,0,active
3412,control,0,active
3413,control,0,new
3414,control,0,new
3415,treatment,1,dormant
3416,treatment,0,dormant
3417,control,0,new
3418,treatment,1,new
3419,control,0,active
3420,control,0,dormant
3421,treatment,1,active
3422,treatment,0,active
3423,treatment,0,active
3424,control,0,dormant
3425,treatment,0,new
3426,treatment,0,new
3427,treatment,0,active
3428,treatment,0,dormant
3429,treatment,0,active
3430,treatment,0,active
3431,treatment,0,new
3432,treatment,1,active
3433,treatment,0,dormant
3434,control,0,active
3435,treatment,0,active
3436,control,1,dormant
3437,control,0,active
3438,treatment,0,active
3439,treatment,0,active
3440,treatment,0,dormant
3441,control,0,new
3442,treatment,0,new
3443,control,1,new
3444,treatment,0,new
3445,treatment,0,new
3446,treatment,1,dormant
3447,treatment,0,dormant
3448,treatment,0,active
3449,treatment,0,new
3450,control,0,active
3451,control,0,active
3452,treatment,0,new
