user_id,group,segment,opened,clicked
2086,control,new,0,0
2087,treatment,active,1,1
2088,control,active,0,0
2089,treatment,active,0,0
2090,control,new,1,1
2091,treatment,new,0,0
2092,treatment,dormant,0,0
2093,treatment,active,1,1
2094,treatment,new,0,0
2095,control,active,1,0
2096,control,active,1,0
2097,treatment,dormant,0,0
2098,treatment,new,0,0
2099,treatment,active,0,0
2100,control,dormant,0,0
2101,control,new,1,0
2102,control,active,1,0
2103,control,dormant,0,0
2104,treatment,active,0,0
2105,treatment,active,0,0
2106,treatment,new,1,0
2107,control,new,0,0
2108,control,active,1,0
2109,control,dormant,0,0
2110,treatment,active,1,0
2111,treatment,dormant,0,0
2112,control,dormant,0,0
2113,treatment,active,0,0
2114,control,new,1,0
2115,control,active,0,0
2116,treatment,dormant,0,0
2117,control,dormant,0,0
2118,treatment,new,0,0
2119,control,active,0,0
2120,treatment,active,0,0
2121,treatment,dormant,0,0
2122,treatment,new,0,0
2123,control,active,0,0
2124,control,dormant,1,1
2125,treatment,active,0,0
2126,treatment,active,0,0
2127,control,new,0,0
2128,control,active,0,0
2129,control,active,0,0
2130,treatment,dormant,1,0
2131,control,active,0,0
2132,control,active,0,0
2133,treatment,active,0,0
2134,control,new,0,0
2135,control,active,1,0
2136,control,dormant,1,1
2137,treatment,dormant,0,0
2138,treatment,active,0,0
2139,treatment,active,1,0
2140,treatment,new,0,0
2141,treatment,dormant,0,0
2142,treatment,new,1,0
2143,treatment,dormant,0,0
2144,control,active,0,0
2145,control,dormant,1,0
2146,treatment,dormant,0,0
2147,control,dormant,0,0
2148,control,active,0,0
2149,treatment,active,0,0
2150,control,active,0,0
2151,control,dormant,0,0
2152,control,new,0,0
2153,control,dormant,1,0
2154,control,dormant,0,0
2155,treatment,active,1,0
2156,treatment,dormant,0,0
2157,treatment,active,1,0
2158,control,active,0,0
2159,treatment,active,0,0
2160,control,active,0,0
2161,control,dormant,0,0
2162,control,active,0,0
2163,control,active,0,0
2164,treatment,active,1,0
2165,treatment,dormant,1,1
2166,control,new,1,1
2167,treatment,dormant,0,0
2168,control,active,1,0
2169,treatment,active,1,0
2170,treatment,active,0,0
2171,control,active,0,0
2172,treatment,dormant,0,0
2173,control,active,0,0
2174,treatment,dormant,0,0
2175,control,new,0,0
2176,control,active,0,0
2177,treatment,dormant,0,0
2178,treatment,dormant,0,0
2179,control,active,0,0
2180,treatment,active,1,1
2181,treatment,active,1,1
2182,control,active,0,0
2183,control,dormant,0,0
2184,treatment,dormant,0,0
2185,control,active,0,0
2186,control,dormant,0,0
2187,control,active,0,0
2188,treatment,active,1,1
2189,treatment,active,0,0
2190,control,active,0,0
2191,treatment,active,0,0
2192,control,active,0,0
2193,treatment,active,0,0
2194,control,new,0,0
2195,control,dormant,0,0
2196,treatment,active,0,0
2197,control,new,0,0
2198,treatment,dormant,0,0
2199,treatment,dormant,0,0
2200,control,dormant,0,0
2201,control,active,0,0
2202,treatment,new,0,0
2203,control,active,0,0
2204,control,new,0,0
2205,control,dormant,0,0
2206,control,new,0,0
2207,control,active,0,0
2208,treatment,active,0,0
2209,treatment,active,0,0
2210,control,dormant,1,1
2211,control,active,0,0
2212,control,new,0,0
2213,treatment,active,0,0
2214,control,active,0,0
2215,treatment,new,0,0
2216,treatment,active,0,0
2217,treatment,active,0,0
2218,control,dormant,1,0
2219,treatment,dormant,0,0
2220,control,dormant,0,0
2221,treatment,dormant,0,0
2222,control,active,0,0
2223,treatment,new,1,0
2224,control,active,0,0
2225,treatment,dormant,1,0
2226,control,dormant,0,0
2227,control,dormant,0,0
2228,control,new,0,0
2229,control,dormant,0,0
2230,treatment,active,0,0
2231,treatment,new,0,0
2232,control,active,0,0
2233,treatment,new,0,0
2234,control,active,0,0
2235,control,active,0,0
2236,treatment,active,0,0
2237,control,active,0,0
2238,control,dormant,0,0
2239,treatment,active,1,0
2240,control,active,1,0
2241,control,dormant,0,0
2242,control,dormant,0,0
2243,control,new,0,0
2244,treatment,active,0,0
2245,treatment,active,0,0
2246,treatment,new,0,0
2247,control,active,0,0
2248,control,dormant,0,0
2249,treatment,new,1,0
2250,control,dormant,1,1
2251,control,dormant,0,0
2252,control,dormant,0,0
2253,control,active,0,0
2254,treatment,dormant,0,0
2255,treatment,active,0,0
2256,treatment,active,1,1
2257,control,new,0,0
2258,treatment,new,1,0
2259,treatment,dormant,1,0
2260,control,active,0,0
2261,control,active,0,0
2262,treatment,new,0,0
2263,treatment,active,1,1
2264,treatment,new,0,0
2265,treatment,dormant,1,0
2266,control,new,0,0
2267,treatment,new,0,0
2268,treatment,active,0,0
2269,control,active,0,0
2270,treatment,active,0,0
2271,control,active,0,0
2272,control,dormant,1,0
2273,control,active,0,0
2274,treatment,new,0,0
2275,treatment,active,0,0
2276,control,dormant,0,0
2277,treatment,active,0,0
2278,treatment,new,0,0
2279,control,dormant,0,0
2280,control,active,0,0
2281,treatment,active,0,0
2282,control,new,0,0
2283,treatment,new,0,0
2284,treatment,active,1,0
2285,treatment,active,0,0
2286,treatment,active,0,0
2287,control,active,0,0
2288,control,active,0,0
2289,control,dormant,0,0
2290,control,dormant,0,0
2291,treatment,dormant,0,0
2292,treatment,new,1,1
2293,control,new,0,0
2294,treatment,active,1,1
2295,treatment,new,0,0
2296,treatment,dormant,0,0
2297,control,new,1,1
2298,control,active,1,0
2299,control,active,0,0
2300,treatment,active,1,0
2301,control,new,0,0
2302,control,active,0,0
2303,control,active,0,0
2304,control,dormant,0,0
2305,control,new,1,1
2306,control,dormant,0,0
2307,treatment,dormant,0,0
2308,treatment,active,1,1
2309,control,dormant,0,0
2310,control,new,0,0
2311,treatment,dormant,0,0
2312,treatment,active,0,0
2313,control,active,0,0
2314,control,active,0,0
2315,control,new,0,0
2316,control,dormant,0,0
2317,treatment,new,0,0
2318,control,active,0,0
2319,control,active,1,0
2320,control,dormant,0,0
2321,control,active,0,0
2322,treatment,active,0,0
2323,treatment,active,0,0
2324,treatment,dormant,0,0
2325,control,new,0,0
2326,control,new,1,0
2327,treatment,active,0,0
2328,control,dormant,0,0
2329,control,new,0,0
2330,treatment,active,0,0
2331,treatment,active,0,0
2332,treatment,dormant,0,0
2333,treatment,dormant,0,0
2334,control,active,1,1
2335,control,active,0,0
2336,treatment,active,1,0
2337,control,new,0,0
2338,treatment,active,0,0
2339,treatment,active,0,0
2340,control,active,0,0
2341,treatment,dormant,0,0
2342,control,active,0,0
2343,control,active,0,0
2344,control,active,0,0
2345,control,active,0,0
2346,treatment,active,0,0
2347,control,active,0,0
2348,treatment,active,0,0
2349,treatment,dormant,0,0
2350,treatment,dormant,0,0
2351,treatment,active,1,0
2352,control,new,0,0
2353,control,active,0,0
2354,treatment,active,0,0
2355,treatment,new,0,0
2356,control,dormant,0,0
2357,treatment,dormant,0,0
2358,control,dormant,0,0
2359,treatment,new,1,0
2360,control,dormant,0,0
2361,treatment,dormant,0,0
2362,treatment,active,0,0
2363,control,active,1,0
2364,treatment,dormant,0,0
2365,treatment,active,1,1
2366,control,active,1,1
2367,treatment,active,0,0
2368,control,active,1,1
2369,control,new,0,0
2370,treatment,dormant,0,0
2371,treatment,active,0,0
2372,treatment,active,0,0
2373,treatment,new,0,0
2374,treatment,active,0,0
2375,treatment,new,0,0
2376,treatment,new,1,0
2377,control,active,0,0
2378,treatment,active,0,0
2379,control,active,1,1
2380,treatment,new,0,0
2381,treatment,active,0,0
2382,control,new,0,0
2383,treatment,dormant,0,0
2384,treatment,active,0,0
2385,control,active,0,0
2386,treatment,active,1,0
2387,treatment,new,0,0
2388,treatment,dormant,0,0
2389,control,active,0,0
2390,treatment,active,0,0
2391,treatment,active,1,0
2392,treatment,new,1,1
2393,treatment,dormant,1,1
2394,control,active,0,0
2395,control,active,0,0
2396,treatment,new,1,0
2397,treatment,new,0,0
2398,control,dormant,0,0
2399,control,active,0,0
2400,treatment,active,1,0
2401,control,new,0,0
2402,treatment,active,1,0
2403,control,active,0,0
2404,control,active,0,0
2405,control,active,0,0
2406,control,active,0,0
2407,treatment,active,0,0
2408,control,dormant,0,0
2409,control,new,0,0
2410,treatment,active,0,0
2411,control,active,0,0
2412,control,active,0,0
2413,treatment,active,0,0
2414,control,dormant,0,0
2415,treatment,active,0,0
2416,treatment,active,1,0
2417,treatment,active,0,0
2418,treatment,new,0,0
2419,control,new,0,0
2420,treatment,dormant,0,0
2421,control,new,1,0
2422,control,active,0,0
2423,control,active,0,0
2424,control,active,1,0
2425,control,active,0,0
2426,control,active,0,0
2427,control,new,0,0
2428,control,active,0,0
2429,control,active,1,1
2430,control,active,0,0
2431,treatment,active,1,0
2432,treatment,active,1,0
2433,treatment,new,0,0
2434,control,active,0,0
2435,treatment,new,0,0
2436,treatment,dormant,0,0
2437,treatment,active,0,0
2438,control,active,0,0
2439,control,active,0,0
2440,control,new,1,1
2441,control,active,0,0
2442,treatment,new,0,0
2443,treatment,new,1,1
2444,treatment,active,0,0
2445,treatment,active,0,0
2446,control,dormant,0,0
2447,control,active,0,0
2448,control,active,0,0
2449,treatment,active,0,0
2450,control,new,0,0
2451,control,active,1,0
2452,treatment,active,0,0
2453,treatment,active,0,0
2454,control,active,0,0
2455,control,dormant,0,0
2456,control,dormant,0,0
2457,control,active,1,0
2458,control,active,0,0
2459,control,active,0,0
2460,treatment,active,0,0
2461,treatment,active,0,0
2462,treatment,active,0,0
2463,control,dormant,0,0
2464,treatment,active,0,0
2465,control,active,0,0
2466,control,active,0,0
2467,treatment,dormant,0,0
2468,control,active,0,0
2469,control,active,1,0
2470,treatment,active,0,0
2471,treatment,dormant,1,1
2472,treatment,new,0,0
2473,control,dormant,0,0
2474,treatment,active,0,0
2475,treatment,active,0,0
2476,control,active,0,0
2477,treatment,active,0,0
2478,treatment,new,1,0
2479,treatment,dormant,0,0
2480,control,active,0,0
2481,control,active,0,0
2482,control,new,1,0
2483,control,active,0,0
2484,treatment,active,0,0
2485,control,active,1,1
2486,control,active,0,0
2487,treatment,active,0,0
2488,treatment,dormant,0,0
2489,treatment,active,1,0
2490,control,dormant,1,0
2491,control,new,1,0
2492,control,active,0,0
2493,treatment,active,1,0
2494,treatment,active,0,0
2495,control,dormant,0,0
2496,treatment,new,0,0
2497,treatment,new,0,0
2498,treatment,dormant,0,0
2499,control,active,0,0
2500,treatment,active,1,1
2501,treatment,active,0,0
2502,control,dormant,0,0
2503,control,new,1,1
2504,treatment,new,0,0
2505,treatment,active,0,0
2506,control,dormant,0,0
2507,control,active,0,0
2508,treatment,active,0,0
2509,treatment,active,0,0
2510,treatment,dormant,1,1
2511,treatment,dormant,0,0
2512,control,dormant,0,0
2513,treatment,new,0,0
2514,treatment,new,0,0
2515,control,active,0,0
2516,treatment,dormant,1,0
2517,control,active,0,0
2518,treatment,active,0,0
2519,treatment,dormant,1,0
2520,control,new,0,0
2521,control,active,0,0
2522,treatment,active,0,0
2523,treatment,active,0,0
2524,treatment,dormant,1,0
2525,control,active,0,0
2526,treatment,active,0,0
2527,control,active,0,0
2528,control,active,1,0
2529,treatment,active,1,0
2530,control,active,0,0
2531,treatment,new,0,0
2532,treatment,new,0,0
2533,treatment,active,0,0
2534,treatment,active,1,0
2535,treatment,dormant,1,1
2536,control,dormant,1,0
2537,control,dormant,0,0
2538,treatment,active,1,0
2539,treatment,active,1,0
2540,control,active,0,0
2541,control,new,0,0
2542,control,new,0,0
2543,control,active,0,0
2544,treatment,dormant,1,0
2545,treatment,new,0,0
2546,control,new,0,0
2547,treatment,dormant,1,0
2548,control,active,0,0
2549,treatment,dormant,1,0
2550,control,dormant,0,0
2551,treatment,dormant,0,0
2552,control,active,0,0
2553,control,active,0,0
2554,treatment,active,0,0
2555,control,active,1,1
2556,treatment,active,0,0
2557,treatment,new,0,0
2558,control,active,0,0
2559,treatment,active,0,0
2560,treatment,dormant,1,0
2561,treatment,dormant,0,0
2562,treatment,active,0,0
2563,treatment,new,0,0
2564,control,dormant,0,0
2565,treatment,active,0,0
2566,treatment,dormant,0,0
2567,treatment,dormant,0,0
2568,treatment,new,1,0
2569,treatment,dormant,1,0
2570,control,new,0,0
2571,treatment,active,1,0
2572,control,active,1,0
2573,control,new,0,0
2574,control,dormant,0,0
2575,control,new,0,0
2576,treatment,new,1,0
2577,control,active,0,0
2578,control,dormant,0,0
2579,treatment,dormant,0,0
2580,treatment,dormant,0,0
2581,treatment,active,0,0
2582,control,active,0,0
2583,treatment,new,0,0
2584,treatment,new,0,0
2585,control,active,0,0
2586,treatment,active,0,0
2587,treatment,active,0,0
2588,treatment,dormant,0,0
2589,treatment,active,0,0
2590,control,new,0,0
2591,treatment,new,0,0
2592,treatment,dormant,1,0
2593,control,dormant,0,0
2594,treatment,dormant,0,0
2595,control,new,0,0
2596,treatment,dormant,0,0
2597,control,active,0,0
2598,control,new,0,0
2599,control,dormant,1,1
2600,control,active,0,0
2601,treatment,active,0,0
2602,control,new,0,0
2603,treatment,active,0,0
2604,control,dormant,0,0
2605,control,active,0,0
2606,control,active,0,0
2607,treatment,new,0,0
2608,control,active,0,0
2609,treatment,active,0,0
2610,treatment,active,0,0
2611,treatment,active,0,0
2612,treatment,new,0,0
2613,treatment,dormant,1,0
2614,treatment,active,0,0
2615,treatment,active,0,0
2616,treatment,active,0,0
2617,treatment,active,0,0
2618,control,dormant,0,0
2619,control,dormant,1,0
2620,control,active,0,0
2621,control,dormant,0,0
2622,control,active,0,0
2623,treatment,new,1,0
2624,treatment,active,1,0
2625,treatment,active,0,0
2626,treatment,active,0,0
2627,treatment,dormant,0,0
2628,treatment,active,0,0
2629,treatment,dormant,0,0
2630,control,dormant,1,0
2631,control,active,0,0
2632,control,active,0,0
2633,control,active,0,0
2634,treatment,dormant,0,0
2635,treatment,active,0,0
2636,treatment,new,0,0
2637,control,active,0,0
2638,treatment,active,0,0
2639,treatment,new,0,0
2640,treatment,new,1,1
2641,control,active,0,0
2642,treatment,active,0,0
2643,control,active,0,0
2644,control,active,0,0
2645,control,new,1,0
2646,control,active,1,0
2647,treatment,active,0,0
2648,control,active,0,0
2649,control,active,0,0
2650,treatment,active,1,1
2651,treatment,new,0,0
2652,control,new,0,0
2653,treatment,new,0,0
2654,control,dormant,1,1
2655,control,dormant,0,0
2656,control,dormant,0,0
2657,control,dormant,0,0
2658,treatment,active,1,0
2659,control,active,0,0
2660,treatment,active,1,0
2661,treatment,new,0,0
2662,treatment,active,0,0
2663,treatment,dormant,1,0
2664,control,active,1,0
2665,treatment,active,0,0
2666,control,active,0,0
2667,treatment,active,0,0
2668,treatment,active,0,0
2669,control,dormant,0,0
2670,control,active,0,0
2671,control,dormant,0,0
2672,treatment,active,0,0
2673,treatment,dormant,0,0
2674,control,active,0,0
2675,control,active,0,0
2676,control,active,0,0
2677,control,dormant,0,0
2678,treatment,dormant,0,0
2679,control,new,0,0
2680,control,new,0,0
2681,control,dormant,0,0
2682,control,active,0,0
2683,treatment,active,0,0
2684,control,active,0,0
2685,treatment,new,0,0
2686,control,dormant,1,0
2687,control,dormant,0,0
2688,treatment,active,1,0
2689,control,active,0,0
2690,treatment,dormant,1,0
2691,treatment,new,0,0
2692,control,dormant,0,0
2693,treatment,active,1,0
2694,treatment,active,0,0
2695,treatment,dormant,0,0
2696,treatment,active,0,0
2697,treatment,active,0,0
2698,treatment,active,1,0
2699,treatment,active,0,0
2700,treatment,active,1,0
2701,control,dormant,0,0
2702,control,dormant,0,0
2703,treatment,active,0,0
2704,control,active,0,0
2705,treatment,new,0,0
2706,treatment,new,1,0
2707,control,active,0,0
2708,treatment,dormant,0,0
2709,treatment,active,1,0
2710,treatment,dormant,0,0
2711,treatment,new,0,0
2712,control,active,0,0
2713,treatment,active,1,0
2714,treatment,active,0,0
2715,treatment,new,0,0
2716,control,dormant,0,0
2717,treatment,active,0,0
2718,control,dormant,0,0
2719,control,active,0,0
2720,treatment,dormant,0,0
2721,treatment,active,1,0
2722,control,dormant,0,0
2723,treatment,new,0,0
2724,control,dormant,1,0
2725,control,dormant,0,0
2726,treatment,new,1,0
2727,treatment,new,0,0
2728,control,active,0,0
2729,control,dormant,0,0
2730,control,active,0,0
2731,control,active,0,0
2732,treatment,new,0,0
2733,treatment,new,0,0
2734,treatment,dormant,0,0
2735,treatment,new,0,0
2736,treatment,active,0,0
2737,control,dormant,0,0
2738,treatment,active,0,0
2739,treatment,active,0,0
2740,treatment,new,0,0
2741,treatment,active,0,0
2742,treatment,new,0,0
2743,control,dormant,0,0
2744,control,active,1,1
2745,control,active,0,0
2746,treatment,active,0,0
2747,control,new,1,0
2748,control,dormant,0,0
2749,treatment,active,0,0
2750,treatment,active,0,0
2751,treatment,new,0,0
2752,control,active,0,0
2753,control,new,0,0
2754,treatment,active,0,0
2755,treatment,active,0,0
2756,control,dormant,0,0
2757,control,active,0,0
2758,treatment,dormant,0,0
2759,treatment,dormant,0,0
2760,control,new,0,0
2761,treatment,active,0,0
2762,control,new,1,0
2763,control,active,0,0
2764,control,dormant,0,0
2765,control,active,0,0
2766,treatment,active,0,0
2767,treatment,active,0,0
2768,control,active,0,0
2769,control,new,0,0
2770,control,dormant,1,0
2771,control,active,0,0
2772,control,dormant,1,0
2773,treatment,active,0,0
2774,treatment,active,0,0
2775,treatment,active,1,0
2776,treatment,new,0,0
2777,control,active,1,0
2778,control,dormant,0,0
2779,control,dormant,0,0
2780,control,active,0,0
2781,control,active,0,0
2782,treatment,new,0,0
2783,control,dormant,0,0
2784,treatment,new,0,0
2785,treatment,dormant,0,0
2786,treatment,active,0,0
2787,treatment,active,0,0
2788,control,dormant,0,0
2789,treatment,new,0,0
2790,treatment,active,0,0
2791,treatment,active,1,0
2792,control,active,0,0
2793,control,active,0,0
2794,control,active,0,0
2795,treatment,dormant,1,0
2796,treatment,new,0,0
2797,control,dormant,0,0
2798,treatment,new,0,0
2799,control,active,0,0
2800,control,active,0,0
2801,treatment,new,1,0
2802,treatment,new,1,1
2803,treatment,dormant,0,0
2804,treatment,active,0,0
2805,control,new,1,0
2806,control,new,0,0
2807,control,dormant,0,0
2808,control,dormant,0,0
2809,control,active,0,0
2810,treatment,new,0,0
2811,control,active,1,0
2812,control,new,0,0
2813,control,new,0,0
2814,treatment,active,0,0
2815,treatment,active,0,0
2816,treatment,active,0,0
2817,treatment,active,0,0
2818,control,dormant,0,0
2819,control,dormant,1,0
2820,treatment,active,0,0
2821,treatment,active,1,1
2822,control,active,0,0
2823,control,active,0,0
2824,treatment,dormant,0,0
2825,treatment,active,0,0
2826,treatment,dormant,0,0
2827,treatment,dormant,0,0
2828,control,active,0,0
2829,control,active,0,0
2830,control,new,0,0
2831,treatment,active,0,0
2832,treatment,active,0,0
2833,control,active,0,0
2834,control,dormant,0,0
2835,control,new,0,0
2836,control,active,0,0
2837,treatment,active,0,0
2838,control,active,0,0
2839,control,active,0,0
2840,control,dormant,0,0
2841,control,active,1,1
2842,control,active,0,0
2843,control,new,1,0
2844,control,active,0,0
2845,treatment,dormant,1,0
2846,treatment,active,0,0
2847,treatment,dormant,0,0
2848,treatment,active,0,0
2849,control,new,0,0
2850,treatment,new,1,1
2851,treatment,active,0,0
2852,control,active,1,0
2853,control,dormant,0,0
2854,treatment,active,0,0
2855,treatment,active,0,0
2856,control,active,1,1
2857,treatment,active,0,0
2858,control,active,0,0
2859,control,new,0,0
2860,control,new,0,0
2861,control,new,1,0
2862,treatment,new,0,0
2863,control,new,0,0
2864,control,active,0,0
2865,treatment,active,1,0
2866,control,dormant,0,0
2867,treatment,new,0,0
2868,treatment,active,0,0
2869,treatment,active,0,0
2870,control,new,0,0
2871,treatment,dormant,0,0
2872,treatment,new,1,0
2873,control,dormant,1,0
2874,treatment,dormant,0,0
2875,treatment,active,0,0
2876,treatment,active,0,0
2877,treatment,active,0,0
2878,treatment,active,0,0
2879,control,active,0,0
2880,treatment,new,0,0
2881,treatment,new,0,0
2882,control,active,1,0
2883,control,active,0,0
2884,control,dormant,0,0
2885,treatment,new,0,0
2886,control,dormant,0,0
2887,treatment,active,0,0
2888,treatment,active,0,0
2889,control,active,0,0
2890,control,active,0,0
2891,treatment,new,0,0
2892,control,active,0,0
2893,treatment,dormant,1,0
2894,control,active,0,0
2895,control,active,0,0
2896,control,dormant,0,0
2897,treatment,dormant,0,0
2898,control,active,1,0
2899,treatment,active,0,0
2900,treatment,dormant,0,0
2901,treatment,active,0,0
2902,treatment,active,0,0
2903,control,active,1,0
2904,treatment,dormant,0,0
2905,treatment,new,0,0
2906,control,dormant,1,0
2907,treatment,new,0,0
2908,control,dormant,0,0
2909,treatment,active,0,0
2910,control,active,0,0
2911,treatment,dormant,0,0
2912,control,active,0,0
2913,treatment,active,0,0
2914,treatment,new,1,0
2915,control,new,0,0
2916,control,active,0,0
2917,control,active,0,0
2918,control,new,1,0
2919,treatment,new,0,0
2920,treatment,active,1,0
2921,control,active,0,0
2922,treatment,dormant,1,0
2923,control,new,0,0
2924,control,new,0,0
2925,treatment,dormant,0,0
2926,treatment,active,1,0
2927,treatment,dormant,0,0
2928,treatment,dormant,0,0
2929,treatment,dormant,0,0
2930,treatment,new,1,0
2931,treatment,dormant,1,0
2932,control,dormant,0,0
2933,control,active,0,0
2934,control,active,0,0
2935,control,active,1,0
2936,control,new,0,0
2937,treatment,active,0,0
2938,control,active,0,0
2939,control,active,1,1
2940,control,active,1,0
2941,control,active,0,0
2942,control,active,0,0
2943,control,dormant,0,0
2944,control,new,0,0
2945,treatment,active,0,0
2946,treatment,new,0,0
2947,control,active,0,0
2948,treatment,dormant,0,0
2949,treatment,dormant,0,0
2950,treatment,active,0,0
2951,treatment,dormant,1,0
2952,control,new,0,0
2953,treatment,active,0,0
2954,treatment,new,0,0
2955,treatment,dormant,1,1
2956,control,active,0,0
2957,control,active,0,0
2958,control,dormant,1,0
2959,control,new,0,0
2960,control,new,1,0
2961,control,dormant,0,0
2962,control,active,0,0
2963,treatment,new,0,0
2964,treatment,active,0,0
2965,treatment,active,0,0
2966,control,new,0,0
2967,control,active,1,0
2968,control,new,0,0
2969,control,active,0,0
2970,control,dormant,0,0
2971,treatment,dormant,0,0
2972,treatment,active,0,0
2973,control,new,0,0
2974,control,dormant,0,0
2975,control,active,0,0
2976,control,new,0,0
2977,treatment,dormant,0,0
2978,control,dormant,0,0
2979,control,dormant,0,0
2980,control,dormant,0,0
2981,control,active,0,0
2982,treatment,active,0,0
2983,control,active,0,0
2984,control,active,0,0
2985,treatment,active,0,0
2986,treatment,dormant,0,0
2987,treatment,dormant,0,0
2988,control,active,1,1
2989,control,dormant,0,0
2990,treatment,dormant,0,0
2991,treatment,active,0,0
2992,treatment,active,1,0
2993,treatment,active,0,0
2994,treatment,active,0,0
2995,treatment,new,0,0
2996,control,active,0,0
2997,control,active,0,0
2998,control,active,0,0
2999,treatment,dormant,0,0
3000,treatment,new,1,0
3001,treatment,dormant,0,0
3002,treatment,active,0,0
3003,treatment,new,0,0
3004,treatment,dormant,0,0
3005,control,active,1,0
3006,control,active,0,0
3007,treatment,dormant,0,0
3008,control,active,1,1
3009,treatment,active,0,0
3010,control,new,0,0
3011,treatment,dormant,0,0
3012,treatment,active,1,0
3013,control,active,1,0
3014,control,active,0,0
3015,treatment,active,0,0
3016,treatment,dormant,1,0
3017,control,active,0,0
3018,control,active,1,1
3019,treatment,active,0,0
3020,control,dormant,0,0
3021,treatment,active,0,0
3022,treatment,dormant,0,0
3023,treatment,dormant,0,0
3024,treatment,active,1,0
3025,control,active,0,0
3026,control,active,1,1
3027,control,dormant,0,0
3028,control,active,0,0
3029,control,active,1,0
3030,control,dormant,0,0
3031,control,active,0,0
3032,treatment,active,0,0
3033,control,active,0,0
3034,control,new,0,0
3035,treatment,dormant,1,0
3036,control,new,1,0
3037,control,active,0,0
3038,treatment,dormant,0,0
3039,control,active,0,0
3040,control,dormant,0,0
3041,control,dormant,0,0
3042,treatment,active,1,1
3043,control,new,0,0
3044,control,dormant,0,0
3045,treatment,active,1,0
3046,control,new,0,0
3047,treatment,dormant,1,0
3048,treatment,new,0,0
3049,control,dormant,0,0
3050,treatment,new,1,1
3051,treatment,new,0,0
3052,control,new,1,0
3053,treatment,dormant,1,0
3054,treatment,active,0,0
3055,control,dormant,0,0
3056,control,active,0,0
3057,control,active,1,0
3058,treatment,active,0,0
3059,control,active,0,0
3060,treatment,active,0,0
3061,treatment,active,0,0
3062,treatment,active,1,0
3063,treatment,dormant,1,0
3064,treatment,new,1,0
3065,treatment,dormant,0,0
3066,treatment,new,1,0
3067,control,active,0,0
3068,control,active,0,0
3069,treatment,active,0,0
3070,treatment,active,1,1
3071,control,active,1,0
3072,treatment,active,1,1
3073,control,dormant,1,1
3074,control,active,1,0
3075,control,dormant,0,0
3076,treatment,active,1,0
3077,treatment,active,0,0
3078,control,active,0,0
3079,control,active,0,0
3080,control,active,0,0
3081,control,active,0,0
3082,control,new,0,0
3083,treatment,active,0,0
3084,control,new,1,0
3085,treatment,active,1,0
3086,control,active,0,0
3087,treatment,dormant,0,0
3088,treatment,dormant,0,0
3089,treatment,new,0,0
3090,treatment,dormant,0,0
3091,treatment,dormant,1,0
3092,treatment,active,0,0
3093,control,active,0,0
3094,treatment,dormant,0,0
3095,control,active,0,0
3096,treatment,dormant,0,0
3097,treatment,new,0,0
3098,control,new,1,0
3099,treatment,active,0,0
3100,control,active,0,0
3101,control,dormant,0,0
3102,control,dormant,0,0
3103,control,active,0,0
3104,treatment,new,0,0
3105,treatment,dormant,0,0
3106,control,active,0,0
3107,treatment,new,0,0
3108,treatment,active,0,0
3109,control,dormant,0,0
3110,treatment,dormant,0,0
3111,control,active,0,0
3112,control,active,0,0
3113,treatment,dormant,0,0
3114,treatment,active,0,0
3115,treatment,active,0,0
3116,control,active,0,0
3117,control,dormant,0,0
3118,treatment,active,1,1
3119,treatment,new,0,0
3120,treatment,active,1,0
3121,treatment,active,1,0
3122,control,active,1,1
3123,treatment,new,1,1
3124,control,active,0,0
3125,control,active,0,0
3126,treatment,new,0,0
3127,treatment,new,0,0
3128,treatment,dormant,1,1
3129,control,dormant,0,0
3130,treatment,active,0,0
3131,treatment,dormant,0,0
3132,control,active,0,0
3133,treatment,dormant,0,0
3134,control,active,0,0
3135,treatment,active,0,0
3136,control,new,0,0
3137,treatment,active,1,0
3138,treatment,dormant,1,0
3139,control,active,0,0
3140,control,active,1,0
3141,treatment,new,0,0
3142,control,dormant,0,0
3143,control,active,0,0
3144,control,active,0,0
3145,control,dormant,0,0
3146,treatment,new,0,0
3147,treatment,active,0,0
3148,control,dormant,0,0
3149,control,active,0,0
3150,control,active,0,0
3151,control,active,0,0
3152,treatment,dormant,1,0
3153,treatment,new,0,0
3154,control,dormant,0,0
3155,control,dormant,0,0
3156,control,new,0,0
3157,treatment,dormant,0,0
3158,control,active,0,0
3159,treatment,active,0,0
3160,control,dormant,0,0
3161,treatment,dormant,0,0
3162,control,new,0,0
3163,treatment,active,1,0
3164,control,active,0,0
3165,control,active,0,0
3166,control,active,0,0
3167,treatment,new,1,0
3168,control,active,0,0
3169,treatment,active,0,0
3170,treatment,new,0,0
3171,control,dormant,0,0
3172,control,dormant,1,0
3173,control,active,0,0
3174,treatment,active,0,0
3175,control,active,1,0
3176,treatment,active,1,0
3177,treatment,active,0,0
3178,control,dormant,0,0
3179,control,new,0,0
3180,control,new,0,0
3181,control,new,1,0
3182,control,new,0,0
3183,control,new,0,0
3184,treatment,dormant,0,0
3185,treatment,active,0,0
3186,treatment,new,0,0
3187,control,active,0,0
3188,treatment,dormant,1,0
3189,treatment,active,0,0
3190,treatment,active,1,0
3191,treatment,dormant,0,0
3192,treatment,active,0,0
3193,control,active,0,0
3194,control,active,0,0
3195,treatment,active,0,0
3196,treatment,active,0,0
3197,treatment,active,1,0
3198,control,active,0,0
3199,control,active,0,0
3200,treatment,new,0,0
